School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach_PCTL,Year
Waltham - Douglas MacArthur Elementary School,3080032,SCI,          27,38,           3,4,          24,34,          31,44,          13,18,          71,100,492.3,,,,2021
Waltham - Henry Whittemore Elementary School,3080065,ELA,          59,27,          10,5,          49,23,         105,49,          51,24,         215,100,485.4,32.2,          59,,2021
Waltham - Henry Whittemore Elementary School,3080065,MATH,          39,18,           4,2,          35,16,         104,48,          72,33,         215,100,478.9,23.3,          60,,2021
Waltham - Henry Whittemore Elementary School,3080065,SCI,          15,21,           0,0,          15,21,          29,40,          29,40,          73,100,477.2,,,,2021
Waltham - James Fitzgerald Elementary School,3080060,ELA,          93,53,          18,10,          75,43,          67,38,          15,9,         175,98,500.6,44.2,          51,,2021
Waltham - James Fitzgerald Elementary School,3080060,MATH,          60,34,           6,3,          54,31,          77,44,          38,22,         175,98,488.7,27.1,          52,,2021
Waltham - James Fitzgerald Elementary School,3080060,SCI,          17,31,           4,7,          13,24,          25,46,          12,22,          54,97,489.8,,,,2021
Waltham - John F Kennedy Middle,3080404,ELA,         245,50,          66,13,         179,36,         179,36,          69,14,         493,98,500.7,49.5,         456,,2021
Waltham - John F Kennedy Middle,3080404,MATH,         198,40,          28,6,         170,35,         219,45,          73,15,         490,97,494.5,38.6,         453,,2021
Waltham - John F Kennedy Middle,3080404,SCI,          50,40,           9,7,          41,33,          54,43,          21,17,         125,97,494.9,,,,2021
Waltham - John W. McDevitt Middle School,3080415,ELA,         244,39,          58,9,         186,30,         224,36,         158,25,         626,97,492.2,38.0,         542,,2021
Waltham - John W. McDevitt Middle School,3080415,MATH,         169,27,          14,2,         155,25,         286,46,         167,27,         622,96,485.7,31.1,         538,,2021
Waltham - John W. McDevitt Middle School,3080415,SCI,          57,31,          14,8,          43,24,          71,39,          53,29,         181,94,487.6,,,,2021
Waltham - Northeast Elementary School,3080040,ELA,          71,36,           9,5,          62,32,          90,46,          34,17,         195,98,491.0,28.7,          58,,2021
Waltham - Northeast Elementary School,3080040,MATH,          42,22,           6,3,          36,18,          93,48,          60,31,         195,98,481.8,29.2,          58,,2021
Waltham - Northeast Elementary School,3080040,SCI,          14,21,           2,3,          12,18,          32,48,          21,31,          67,96,483.1,,,,2021
Waltham - Thomas R Plympton Elementary School,3080050,ELA,          74,42,           3,2,          71,40,          86,49,          17,10,         177,98,494.8,30.6,          70,,2021
Waltham - Thomas R Plympton Elementary School,3080050,MATH,          62,35,           6,3,          56,32,          79,45,          36,20,         177,98,488.9,33.0,          70,,2021
Waltham - Thomas R Plympton Elementary School,3080050,SCI,          20,27,           2,3,          18,24,          37,50,          17,23,          74,97,487.8,,,,2021
Waltham - Waltham Public Schools Dual Language Program,3080001,ELA,          22,34,           4,6,          18,28,          32,49,          11,17,          65,100,491.5,,,,2021
Waltham - Waltham Public Schools Dual Language Program,3080001,MATH,          15,23,           1,2,          14,22,          31,48,          19,29,          65,100,479.7,,,,2021
Waltham - William F. Stanley Elementary School,3080005,ELA,          74,45,          16,10,          58,35,          61,37,          31,19,         166,99,497.6,45.6,          46,,2021
Waltham - William F. Stanley Elementary School,3080005,MATH,          40,24,           4,2,          36,22,          75,45,          52,31,         167,100,483.9,27.6,          46,,2021
Waltham - William F. Stanley Elementary School,3080005,SCI,          19,32,           2,3,          17,28,          23,38,          18,30,          60,100,487.7,,,,2021
Ware - Stanley M Koziol Elementary School,3090020,ELA,          26,38,           3,4,          23,33,          36,52,           7,10,          69,100,492.7,,,,2021
Ware - Stanley M Koziol Elementary School,3090020,MATH,           6,9,           0,0,           6,9,          37,54,          26,38,          69,100,474.8,,,,2021
Ware - Ware Junior/Senior High School,3090505,ELA,          50,26,           0,0,          50,26,          97,50,          46,24,         193,94,485.7,30.9,         188,,2021
Ware - Ware Junior/Senior High School,3090505,MATH,          22,11,           1,1,          21,11,         105,55,          65,34,         192,93,477.6,18.9,         184,,2021
Ware - Ware Junior/Senior High School,3090505,SCI,          28,29,           4,4,          24,25,          49,51,          20,21,          97,92,489.1,,,,2021
Ware - Ware Middle School,3090305,ELA,         102,40,           4,2,          98,38,         107,42,          47,18,         256,100,493.3,41.3,         172,,2021
Ware - Ware Middle School,3090305,MATH,          68,27,           1,0,          67,26,         118,46,          70,27,         256,100,484.3,44.8,         173,,2021
Ware - Ware Middle School,3090305,SCI,          40,44,           5,6,          35,39,          34,38,          16,18,          90,100,493.7,,,,2021
Wareham - Wareham Elementary School,3100017,ELA,          91,32,           2,1,          89,31,         150,52,          45,16,         286,99,491.2,,,,2021
Wareham - Wareham Elementary School,3100017,MATH,          26,9,           2,1,          24,8,         130,46,         129,45,         285,99,473.1,,,,2021
Wareham - Wareham Middle,3100305,ELA,         161,32,          14,3,         147,29,         225,45,         119,24,         505,99,489.3,34.1,         474,,2021
Wareham - Wareham Middle,3100305,MATH,          95,19,           4,1,          91,18,         284,56,         126,25,         505,98,483.6,28.6,         473,,2021
Wareham - Wareham Middle,3100305,SCI,          53,34,           5,3,          48,31,          76,48,          28,18,         157,98,491.7,,,,2021
Wareham - Wareham Senior High,3100505,ELA,          50,34,           8,5,          42,29,          71,49,          25,17,         146,95,492.6,30.9,         132,,2021
Wareham - Wareham Senior High,3100505,MATH,          24,16,           1,1,          23,16,          74,50,          49,33,         147,96,480.4,22.1,         133,,2021
Wareham - Wareham Senior High,3100505,SCI,          21,22,           4,4,          17,18,          52,54,          23,24,          96,97,487.7,,,,2021
Watertown - Cunniff,3140015,ELA,          47,43,          11,10,          36,33,          54,50,           8,7,         109,95,497.8,36.9,          28,,2021
Watertown - Cunniff,3140015,MATH,          28,26,           2,2,          26,24,          56,52,          24,22,         108,94,486.0,22.9,          29,,2021
Watertown - Cunniff,3140015,SCI,          12,39,           1,3,          11,35,          18,58,           1,3,          31,100,493.6,,,,2021
Watertown - Hosmer,3140020,ELA,         127,52,          26,11,         101,42,          92,38,          24,10,         243,99,500.7,44.9,          70,,2021
Watertown - Hosmer,3140020,MATH,          70,29,           7,3,          63,26,         121,50,          52,21,         243,99,487.9,28.7,          70,,2021
Watertown - Hosmer,3140020,SCI,          38,49,           5,6,          33,43,          25,32,          14,18,          77,100,497.2,,,,2021
Watertown - James Russell Lowell,3140025,ELA,          94,52,          17,9,          77,42,          69,38,          19,10,         182,96,500.4,37.5,          47,,2021
Watertown - James Russell Lowell,3140025,MATH,          73,39,           8,4,          65,35,          78,42,          34,18,         185,97,491.2,32.2,          49,,2021
Watertown - James Russell Lowell,3140025,SCI,          28,52,           5,9,          23,43,          21,39,           5,9,          54,95,500.8,,,,2021
Watertown - Watertown Middle,3140305,ELA,         229,43,          37,7,         192,36,         213,40,          86,16,         528,97,495.5,39.9,         493,,2021
Watertown - Watertown Middle,3140305,MATH,         163,31,          19,4,         144,27,         280,53,          83,16,         526,97,490.7,36.0,         491,,2021
Watertown - Watertown Middle,3140305,SCI,          92,49,          25,13,          67,36,          74,39,          22,12,         188,99,499.5,,,,2021
Wayland - Claypit Hill School,3150005,ELA,         202,72,          37,13,         165,59,          72,26,           6,2,         280,100,509.3,39.1,          80,,2021
Wayland - Claypit Hill School,3150005,MATH,         181,65,          43,15,         138,49,          85,30,          14,5,         280,100,507.9,49.3,          80,,2021
Wayland - Claypit Hill School,3150005,SCI,          58,70,          14,17,          44,53,          23,28,           2,2,          83,99,511.9,,,,2021
Wayland - Happy Hollow School,3150015,ELA,         125,71,          23,13,         102,58,          47,27,           3,2,         175,97,508.9,42.0,          54,,2021
Wayland - Happy Hollow School,3150015,MATH,         107,61,          22,13,          85,49,          59,34,           8,5,         174,97,506.6,55.6,          53,,2021
Wayland - Happy Hollow School,3150015,SCI,          36,65,          10,18,          26,47,          15,27,           4,7,          55,95,508.0,,,,2021
Wayland - Loker School,3150020,ELA,         125,78,          29,18,          96,60,          33,21,           2,1,         160,99,512.7,46.9,          42,,2021
Wayland - Loker School,3150020,MATH,         106,66,          26,16,          80,50,          50,31,           4,3,         160,99,508.9,45.3,          42,,2021
Wayland - Loker School,3150020,SCI,          34,79,           6,14,          28,65,           9,21,           0,0,          43,100,512.9,,,,2021
Wayland - Wayland Middle School,3150305,ELA,         437,74,         110,19,         327,55,         133,22,          24,4,         594,93,512.4,44.6,         568,,2021
Wayland - Wayland Middle School,3150305,MATH,         397,67,          81,14,         316,53,         167,28,          27,5,         591,93,508.4,33.0,         565,,2021
Wayland - Wayland Middle School,3150305,SCI,         163,82,          50,25,         113,57,          30,15,           5,3,         198,89,515.8,,,,2021
Webster - Park Avenue Elementary,3160015,ELA,          92,35,           5,2,          87,33,         135,52,          33,13,         260,98,492.6,,,,2021
Webster - Park Avenue Elementary,3160015,MATH,          55,21,           1,0,          54,21,         125,48,          78,30,         258,97,481.3,,,,2021
Webster - Webster Middle School,3160315,ELA,         119,23,          12,2,         107,21,         252,49,         148,29,         519,94,482.9,30.0,         463,,2021
Webster - Webster Middle School,3160315,MATH,          52,11,           6,1,          46,9,         243,49,         199,40,         494,89,475.7,23.2,         443,,2021
Webster - Webster Middle School,3160315,SCI,          64,26,           5,2,          59,24,         122,50,          59,24,         245,89,485.5,,,,2021
Wellesley - Ernest F Upham,3170050,ELA,          59,68,          10,11,          49,56,          23,26,           5,6,          87,93,507.0,36.0,          22,,2021
Wellesley - Ernest F Upham,3170050,MATH,          56,64,           7,8,          49,56,          23,26,           8,9,          87,93,504.9,38.6,          22,,2021
Wellesley - Ernest F Upham,3170050,SCI,          15,63,           7,29,           8,33,           5,21,           4,17,          24,93,509.9,,,,2021
Wellesley - Hunnewell,3170025,ELA,         100,85,          33,28,          67,57,          15,13,           2,2,         117,100,520.4,46.9,          35,,2021
Wellesley - Hunnewell,3170025,MATH,          93,79,          23,20,          70,60,          24,21,           0,0,         117,100,514.5,57.9,          35,,2021
Wellesley - Hunnewell,3170025,SCI,          33,80,          11,27,          22,54,           8,20,           0,0,          41,100,514.9,,,,2021
Wellesley - John D Hardy,3170020,ELA,         102,82,          45,36,          57,46,          21,17,           1,1,         124,98,519.5,50.7,          46,,2021
Wellesley - John D Hardy,3170020,MATH,          90,73,          22,18,          68,55,          31,25,           3,2,         124,98,511.4,35.1,          46,,2021
Wellesley - John D Hardy,3170020,SCI,          33,69,          11,23,          22,46,          14,29,           1,2,          48,100,514.0,,,,2021
Wellesley - Joseph E Fiske,3170015,ELA,         108,79,          32,24,          76,56,          27,20,           1,1,         136,100,514.5,48.1,          40,,2021
Wellesley - Joseph E Fiske,3170015,MATH,          93,68,          18,13,          75,55,          39,29,           4,3,         136,100,507.4,38.5,          40,,2021
Wellesley - Joseph E Fiske,3170015,SCI,          35,83,           4,10,          31,74,           6,14,           1,2,          42,100,512.2,,,,2021
Wellesley - Katharine Lee Bates,3170005,ELA,         116,78,          31,21,          85,57,          31,21,           2,1,         149,99,514.5,57.0,          49,,2021
Wellesley - Katharine Lee Bates,3170005,MATH,          98,66,          15,10,          83,56,          43,29,           8,5,         149,99,505.8,40.4,          49,,2021
Wellesley - Katharine Lee Bates,3170005,SCI,          39,74,           9,17,          30,57,          12,23,           2,4,          53,100,510.5,,,,2021
Wellesley - Schofield,3170045,ELA,         135,79,          30,18,         105,62,          33,19,           2,1,         170,99,512.1,32.1,          57,,2021
Wellesley - Schofield,3170045,MATH,         109,64,          21,12,          88,52,          52,31,           9,5,         170,99,505.3,25.0,          57,,2021
Wellesley - Schofield,3170045,SCI,          37,64,           4,7,          33,57,          19,33,           2,3,          58,100,505.6,,,,2021
Wellesley - Sprague Elementary School,3170048,ELA,         129,74,          33,19,          96,55,          33,19,          12,7,         174,100,512.1,58.0,          45,,2021
Wellesley - Sprague Elementary School,3170048,MATH,         103,60,          26,15,          77,45,          55,32,          15,9,         173,99,505.7,52.7,          45,,2021
Wellesley - Sprague Elementary School,3170048,SCI,          36,71,           7,14,          29,57,          14,27,           1,2,          51,98,510.9,,,,2021
Wellesley - Wellesley Middle,3170305,ELA,         761,73,         229,22,         532,51,         234,22,          48,5,"       1,043",98,514.1,42.8,         968,,2021
Wellesley - Wellesley Middle,3170305,MATH,         604,58,         127,12,         477,46,         371,36,          68,7,"       1,043",98,504.8,32.7,         964,,2021
Wellesley - Wellesley Middle,3170305,SCI,         221,68,          69,21,         152,46,         100,31,           6,2,         327,99,509.8,,,,2021
Wellfleet - Wellfleet Elementary,3180005,ELA,          23,49,           4,9,          19,40,          17,36,           7,15,          47,96,503.7,,          10,,2021
Wellfleet - Wellfleet Elementary,3180005,MATH,          23,49,           1,2,          22,47,          18,38,           6,13,          47,96,498.5,,          10,,2021
Wellfleet - Wellfleet Elementary,3180005,SCI,           5,38,           1,8,           4,31,           5,38,           3,23,          13,87,498.8,,,,2021
West Boylston - Major Edwards Elementary,3220005,ELA,         110,63,          17,10,          93,53,          54,31,          10,6,         174,93,505.5,27.8,          50,,2021
West Boylston - Major Edwards Elementary,3220005,MATH,          88,51,           7,4,          81,47,          62,36,          24,14,         174,93,497.5,38.9,          50,,2021
West Boylston - Major Edwards Elementary,3220005,SCI,          34,63,           6,11,          28,52,          16,30,           4,7,          54,89,508.5,,,,2021
West Boylston - West Boylston Junior/Senior High,3220505,ELA,         113,55,          24,12,          89,43,          75,36,          18,9,         206,98,503.3,44.5,         194,,2021
West Boylston - West Boylston Junior/Senior High,3220505,MATH,         104,50,          18,9,          86,42,          83,40,          19,9,         206,98,500.3,36.1,         193,,2021
West Boylston - West Boylston Junior/Senior High,3220505,SCI,          28,46,           5,8,          23,38,          29,48,           4,7,          61,95,498.1,,,,2021
West Bridgewater - Howard School,3230305,ELA,         139,52,          17,6,         122,46,          99,37,          27,10,         265,92,499.0,31.9,         169,,2021
West Bridgewater - Howard School,3230305,MATH,          63,24,           5,2,          58,22,         156,59,          45,17,         264,92,487.5,24.1,         167,,2021
West Bridgewater - Howard School,3230305,SCI,          47,53,           5,6,          42,47,          33,37,           9,10,          89,92,499.5,,,,2021
West Bridgewater - Rose L Macdonald,3230003,ELA,          46,60,           5,6,          41,53,          27,35,           4,5,          77,90,504.1,,,,2021
West Bridgewater - Rose L Macdonald,3230003,MATH,          40,51,           9,12,          31,40,          28,36,          10,13,          78,91,500.2,,,,2021
West Bridgewater - West Bridgewater Junior/Senior,3230505,ELA,          97,46,          14,7,          83,40,          91,43,          22,10,         210,95,498.4,39.9,         206,,2021
West Bridgewater - West Bridgewater Junior/Senior,3230505,MATH,          35,17,           3,1,          32,15,         134,64,          40,19,         209,95,483.7,18.6,         205,,2021
West Bridgewater - West Bridgewater Junior/Senior,3230505,SCI,          30,31,           4,4,          26,27,          53,54,          15,15,          98,95,490.4,,,,2021
West Springfield - John R Fausey,3320010,ELA,         137,55,          14,6,         123,50,          87,35,          24,10,         248,99,500.4,50.4,          89,,2021
West Springfield - John R Fausey,3320010,MATH,         119,48,          17,7,         102,41,          91,37,          37,15,         247,98,496.6,50.1,          88,,2021
West Springfield - John R Fausey,3320010,SCI,          50,53,           9,9,          41,43,          31,33,          14,15,          95,100,500.1,,,,2021
West Springfield - Memorial,3320025,ELA,          37,36,           0,0,          37,36,          53,51,          13,13,         103,100,491.2,33.1,          41,,2021
West Springfield - Memorial,3320025,MATH,          13,13,           4,4,           9,9,          58,56,          32,31,         103,100,478.3,33.2,          41,,2021
West Springfield - Memorial,3320025,SCI,          11,27,           0,0,          11,27,          23,56,           7,17,          41,100,488.9,,,,2021
West Springfield - Mittineague,3320030,ELA,          50,56,           7,8,          43,48,          35,39,           5,6,          90,94,499.3,44.6,          30,,2021
West Springfield - Mittineague,3320030,MATH,          24,27,           2,2,          22,25,          45,51,          20,22,          89,93,485.0,41.1,          29,,2021
West Springfield - Mittineague,3320030,SCI,           7,23,           1,3,           6,20,          16,53,           7,23,          30,89,486.4,,,,2021
West Springfield - Philip G Coburn,3320007,ELA,          66,27,           3,1,          63,25,         131,53,          51,21,         248,100,485.6,27.1,          56,,2021
West Springfield - Philip G Coburn,3320007,MATH,          26,10,           0,0,          26,10,         115,46,         107,43,         248,100,474.1,21.3,          56,,2021
West Springfield - Philip G Coburn,3320007,SCI,          17,25,           0,0,          17,25,          32,47,          19,28,          68,100,482.8,,,,2021
West Springfield - Tatham,3320040,ELA,          59,42,           8,6,          51,36,          66,46,          17,12,         142,99,495.2,25.2,          50,,2021
West Springfield - Tatham,3320040,MATH,          36,25,           5,4,          31,22,          77,54,          29,20,         142,99,487.1,20.6,          50,,2021
West Springfield - Tatham,3320040,SCI,          15,29,           2,4,          13,25,          29,56,           8,15,          52,98,492.0,,,,2021
West Springfield - West Springfield Middle,3320305,ELA,         348,42,          66,8,         282,34,         338,41,         145,17,         831,95,495.5,37.1,         777,,2021
West Springfield - West Springfield Middle,3320305,MATH,         248,30,          22,3,         226,27,         435,52,         146,18,         829,95,489.9,24.5,         777,,2021
West Springfield - West Springfield Middle,3320305,SCI,          82,38,          11,5,          71,33,          88,41,          45,21,         215,91,492.3,,,,2021
Westborough - Annie E Fales,3210010,ELA,          54,75,          16,22,          38,53,          18,25,           0,0,          72,97,514.2,,,,2021
Westborough - Annie E Fales,3210010,MATH,          44,61,          11,15,          33,46,          24,33,           4,6,          72,97,508.2,,,,2021
Westborough - Elsie A Hastings Elementary,3210025,ELA,          51,55,           8,9,          43,47,          31,34,          10,11,          92,100,501.8,,,,2021
Westborough - Elsie A Hastings Elementary,3210025,MATH,          40,43,          12,13,          28,30,          39,42,          13,14,          92,100,498.4,,,,2021
Westborough - J Harding Armstrong,3210005,ELA,          79,77,          13,13,          66,65,          21,21,           2,2,         102,96,510.2,,,,2021
Westborough - J Harding Armstrong,3210005,MATH,          69,68,          12,12,          57,56,          25,25,           7,7,         101,96,506.5,,,,2021
Westborough - Mill Pond School,3210045,ELA,         590,73,         177,22,         413,51,         178,22,          42,5,         810,97,512.1,57.3,         485,,2021
Westborough - Mill Pond School,3210045,MATH,         502,62,         121,15,         381,47,         260,32,          49,6,         811,97,506.1,48.9,         488,,2021
Westborough - Mill Pond School,3210045,SCI,         173,66,          38,15,         135,52,          70,27,          19,7,         262,98,507.6,,,,2021
Westborough - Sarah W Gibbons Middle,3210305,ELA,         441,75,         127,22,         314,53,         121,21,          26,4,         588,97,514.1,49.4,         537,,2021
Westborough - Sarah W Gibbons Middle,3210305,MATH,         401,68,         113,19,         288,49,         151,26,          34,6,         586,97,510.9,42.5,         537,,2021
Westborough - Sarah W Gibbons Middle,3210305,SCI,         149,60,          34,14,         115,46,          83,33,          16,6,         248,96,505.5,,,,2021
Westfield - Abner Gibbs,3250020,ELA,          35,45,           3,4,          32,41,          37,47,           6,8,          78,93,495.5,,,,2021
Westfield - Abner Gibbs,3250020,MATH,          20,26,           1,1,          19,25,          36,47,          21,27,          77,92,484.4,,,,2021
Westfield - Franklin Ave,3250015,ELA,          24,33,           0,0,          24,33,          34,47,          15,21,          73,93,486.8,,,,2021
Westfield - Franklin Ave,3250015,MATH,          12,16,           1,1,          11,15,          30,41,          31,42,          73,93,476.9,,,,2021
Westfield - Highland,3250025,ELA,          55,55,          10,10,          45,45,          35,35,          10,10,         100,94,499.0,,,,2021
Westfield - Highland,3250025,MATH,          29,29,           3,3,          26,26,          55,55,          16,16,         100,94,488.1,,,,2021
Westfield - Munger Hill,3250033,ELA,          78,53,           6,4,          72,49,          53,36,          16,11,         147,96,498.5,,,,2021
Westfield - Munger Hill,3250033,MATH,          38,26,           3,2,          35,24,          71,48,          38,26,         147,96,484.1,,,,2021
Westfield - Paper Mill,3250036,ELA,          49,45,           6,5,          43,39,          49,45,          12,11,         110,97,496.0,,,,2021
Westfield - Paper Mill,3250036,MATH,          35,32,           1,1,          34,31,          54,49,          21,19,         110,97,487.7,,,,2021
Westfield - Southampton Road,3250040,ELA,          46,45,           9,9,          37,36,          46,45,          10,10,         102,95,497.5,,,,2021
Westfield - Southampton Road,3250040,MATH,          43,42,           4,4,          39,38,          39,38,          20,20,         102,95,490.2,,,,2021
Westfield - Westfield Intermediate School,3250075,ELA,         316,49,          63,10,         253,39,         230,35,         103,16,         649,96,497.0,39.5,         621,,2021
Westfield - Westfield Intermediate School,3250075,MATH,         196,30,          14,2,         182,28,         321,49,         132,20,         649,96,488.7,28.6,         621,,2021
Westfield - Westfield Intermediate School,3250075,SCI,         149,44,          19,6,         130,38,         141,41,          51,15,         341,96,494.8,,,,2021
Westfield - Westfield Middle School,3250310,ELA,         223,34,          17,3,         206,32,         287,44,         143,22,         653,87,489.6,30.9,         621,,2021
Westfield - Westfield Middle School,3250310,MATH,         153,24,           8,1,         145,22,         339,52,         157,24,         649,86,484.5,21.7,         620,,2021
Westfield - Westfield Middle School,3250310,SCI,          82,30,          11,4,          71,26,         141,52,          50,18,         273,85,489.6,,,,2021
Westford - Abbot Elementary,3260004,ELA,         252,72,          59,17,         193,55,          88,25,           8,2,         348,99,510.4,46.6,         129,,2021
Westford - Abbot Elementary,3260004,MATH,         246,71,          38,11,         208,60,          91,26,          11,3,         348,99,508.2,42.3,         129,,2021
Westford - Abbot Elementary,3260004,SCI,         108,80,          31,23,          77,57,          25,19,           2,1,         135,99,515.6,,,,2021
Westford - Blanchard Middle,3260310,ELA,         385,75,         114,22,         271,53,         104,20,          26,5,         515,97,513.6,48.4,         491,,2021
Westford - Blanchard Middle,3260310,MATH,         333,65,         105,20,         228,44,         158,31,          22,4,         513,97,509.5,36.0,         489,,2021
Westford - Blanchard Middle,3260310,SCI,          93,61,          21,14,          72,47,          53,35,           7,5,         153,96,505.4,,,,2021
Westford - Day Elementary,3260007,ELA,         233,74,          39,12,         194,61,          74,23,          10,3,         317,99,509.2,43.3,         113,,2021
Westford - Day Elementary,3260007,MATH,         203,64,          47,15,         156,49,          99,31,          15,5,         317,99,507.8,49.1,         113,,2021
Westford - Day Elementary,3260007,SCI,          83,70,          17,14,          66,56,          30,25,           5,4,         118,98,509.5,,,,2021
Westford - John A. Crisafulli Elementary School,3260045,ELA,         249,75,          43,13,         206,62,          75,23,           9,3,         333,98,509.7,38.3,         109,,2021
Westford - John A. Crisafulli Elementary School,3260045,MATH,         219,66,          46,14,         173,52,          91,27,          23,7,         333,98,507.1,51.5,         109,,2021
Westford - John A. Crisafulli Elementary School,3260045,SCI,          90,80,          27,24,          63,56,          18,16,           5,4,         113,98,515.9,,,,2021
Westford - Stony Brook School,3260330,ELA,         418,72,         100,17,         318,54,         138,24,          28,5,         584,98,511.4,49.5,         557,,2021
Westford - Stony Brook School,3260330,MATH,         379,65,          95,16,         284,49,         191,33,          14,2,         584,98,509.4,36.9,         555,,2021
Westford - Stony Brook School,3260330,SCI,         106,61,          26,15,          80,46,          66,38,           3,2,         175,98,507.1,,,,2021
Westhampton - Westhampton Elementary School,3270005,ELA,          41,63,           9,14,          32,49,          23,35,           1,2,          65,97,507.3,47.6,          36,,2021
Westhampton - Westhampton Elementary School,3270005,MATH,          36,55,           8,12,          28,43,          24,37,           5,8,          65,97,503.3,44.5,          36,,2021
Westhampton - Westhampton Elementary School,3270005,SCI,           9,56,           2,13,           7,44,           7,44,           0,0,          16,94,506.4,,,,2021
Weston - Country,3300010,ELA,          43,73,          14,24,          29,49,          16,27,           0,0,          59,100,511.5,,,,2021
Weston - Country,3300010,MATH,          27,46,           6,10,          21,36,          27,46,           5,8,          59,100,499.4,,,,2021
Weston - Field Elementary School,3300012,ELA,         215,77,          61,22,         154,55,          59,21,           4,1,         278,99,514.4,45.1,         134,,2021
Weston - Field Elementary School,3300012,MATH,         195,70,          49,18,         146,52,          67,24,          17,6,         279,100,509.6,42.6,         135,,2021
Weston - Field Elementary School,3300012,SCI,          99,68,          26,18,          73,50,          41,28,           6,4,         146,100,510.5,,,,2021
Weston - Weston Middle,3300305,ELA,         334,76,         125,29,         209,48,          91,21,          13,3,         438,97,516.8,44.9,         406,,2021
Weston - Weston Middle,3300305,MATH,         316,72,          82,19,         234,54,         108,25,          13,3,         437,96,512.6,39.4,         405,,2021
Weston - Weston Middle,3300305,SCI,         115,80,          62,43,          53,37,          28,19,           1,1,         144,97,522.5,,,,2021
Weston - Woodland,3300015,ELA,          35,80,           7,16,          28,64,           7,16,           2,5,          44,98,512.7,,,,2021
Weston - Woodland,3300015,MATH,          33,75,           9,20,          24,55,           7,16,           4,9,          44,98,511.1,,,,2021
Westport - Westport Elementary,3310030,ELA,         223,50,          17,4,         206,46,         168,38,          53,12,         444,98,497.3,31.8,         230,,2021
Westport - Westport Elementary,3310030,MATH,         176,40,           8,2,         168,38,         205,46,          63,14,         444,98,492.6,28.1,         229,,2021
Westport - Westport Elementary,3310030,SCI,          69,58,          13,11,          56,47,          38,32,          12,10,         119,98,504.1,,,,2021
Westport - Westport Middle-High School,3310515,ELA,          74,36,           8,4,          66,32,         104,50,          29,14,         207,91,493.2,34.2,         197,,2021
Westport - Westport Middle-High School,3310515,MATH,          77,36,           2,1,          75,35,         120,56,          19,9,         216,95,492.8,31.3,         205,,2021
Westport - Westport Middle-High School,3310515,SCI,          37,41,           5,5,          32,35,          40,44,          14,15,          91,93,494.1,,,,2021
Westwood - Deerfield School,3350010,ELA,          72,73,          20,20,          52,53,          24,24,           3,3,          99,100,512.4,43.0,          34,,2021
Westwood - Deerfield School,3350010,MATH,          73,74,          20,20,          53,54,          21,21,           5,5,          99,100,511.9,38.5,          34,,2021
Westwood - Deerfield School,3350010,SCI,          29,71,          13,32,          16,39,           9,22,           3,7,          41,100,519.0,,,,2021
Westwood - Downey,3350012,ELA,         113,82,          35,26,          78,57,          18,13,           6,4,         137,99,517.1,65.4,          41,,2021
Westwood - Downey,3350012,MATH,          87,64,          19,14,          68,50,          41,30,           9,7,         137,99,508.3,48.6,          41,,2021
Westwood - Downey,3350012,SCI,          32,74,           8,19,          24,56,           9,21,           2,5,          43,98,513.7,,,,2021
Westwood - E W Thurston Middle,3350305,ELA,         464,70,         167,25,         297,45,         159,24,          42,6,         665,99,512.9,39.5,         644,,2021
Westwood - E W Thurston Middle,3350305,MATH,         372,56,          77,12,         295,44,         244,37,          48,7,         664,99,503.1,27.3,         643,,2021
Westwood - E W Thurston Middle,3350305,SCI,         125,63,          30,15,          95,48,          61,31,          12,6,         198,100,506.5,,,,2021
Westwood - Martha Jones,3350017,ELA,         127,85,          43,29,          84,56,          22,15,           0,0,         149,100,519.7,49.9,          48,,2021
Westwood - Martha Jones,3350017,MATH,         102,68,          27,18,          75,50,          40,27,           7,5,         149,100,509.4,40.3,          48,,2021
Westwood - Martha Jones,3350017,SCI,          38,79,           7,15,          31,65,          10,21,           0,0,          48,100,516.4,,,,2021
Westwood - Paul Hanlon,3350015,ELA,          92,88,          33,31,          59,56,          13,12,           0,0,         105,100,520.5,63.3,          31,,2021
Westwood - Paul Hanlon,3350015,MATH,          67,64,           9,9,          58,55,          35,33,           3,3,         105,100,504.6,32.9,          31,,2021
Westwood - Paul Hanlon,3350015,SCI,          25,78,           8,25,          17,53,           7,22,           0,0,          32,100,517.4,,,,2021
Westwood - William E Sheehan,3350025,ELA,         117,81,          32,22,          85,59,          27,19,           0,0,         144,99,514.4,60.0,          54,,2021
Westwood - William E Sheehan,3350025,MATH,         101,71,          18,13,          83,58,          40,28,           2,1,         143,98,509.0,50.4,          53,,2021
Westwood - William E Sheehan,3350025,SCI,          44,81,           7,13,          37,69,          10,19,           0,0,          54,100,514.4,,,,2021
Weymouth - Abigail Adams Middle School,3360310,ELA,         364,43,          63,7,         301,36,         317,38,         162,19,         843,99,494.6,31.1,         792,,2021
Weymouth - Abigail Adams Middle School,3360310,MATH,         259,31,          30,4,         229,27,         421,50,         162,19,         842,99,489.4,27.9,         791,,2021
Weymouth - Academy Avenue,3360005,ELA,          87,49,          16,9,          71,40,          72,41,          17,10,         176,98,499.0,28.0,          44,,2021
